City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
467,Flin Flon,CA,54.7682,-101.865,49.28,68,4,7.49,clear sky
468,Arona,ES,28.0996,-16.681,64.92,83,20,4.61,few clouds
469,Sambava,MG,-14.2667,50.1667,68.49,78,83,10.65,light rain
470,Sakaiminato,JP,35.55,133.2333,73.38,60,20,3.44,few clouds
471,Rafai,CF,4.95,23.9167,67.95,98,100,0.94,light rain
472,Chivay,PE,-15.6383,-71.6011,47.53,21,86,2.57,overcast clouds
473,Mount Isa,AU,-20.7333,139.5,85.77,17,98,6.91,overcast clouds
474,Trinidad,BO,-14.8333,-64.9,76.41,54,14,2.26,few clouds
475,Rio Grande,BR,-32.035,-52.0986,56.91,92,5,9.13,clear sky
476,Smidovich,RU,48.6,133.8167,55.56,66,100,8.05,overcast clouds
477,Port Augusta,AU,-32.5,137.7667,75.76,26,100,4.09,overcast clouds
478,Okhotsk,RU,59.3833,143.3,41.18,46,24,8.68,few clouds
479,Evensk,RU,61.95,159.2333,35.17,78,98,6.98,overcast clouds
480,Kose,TR,40.21,39.6511,47.37,67,19,2.35,few clouds
481,Viedma,AR,-40.8135,-62.9967,49.8,71,3,9.22,clear sky
482,Finschhafen,PG,-6.6024,147.8681,85.57,65,28,8.52,scattered clouds
483,Vieux-Habitants,GP,16.0589,-61.7659,78.37,80,100,10.65,overcast clouds
484,San Joaquin,US,37.9333,-121.3011,79.34,52,0,10.36,clear sky
485,Eydhafushi,MV,5.1033,73.0708,81.84,77,98,18.45,moderate rain
486,Bah,IN,26.87,78.5975,79.9,62,0,1.97,clear sky
487,Peterhead,GB,57.5058,-1.7981,50.45,73,100,17.07,overcast clouds
488,Chita,RU,52.0333,113.55,33.69,40,80,15.66,broken clouds
489,Richards Bay,ZA,-28.783,32.0377,68.9,82,100,10.33,overcast clouds
490,Marfino,RU,55.7028,37.3822,53.51,88,75,13.42,broken clouds
491,Khandyga,RU,62.6667,135.6,31.14,63,92,3.24,overcast clouds
492,Te Anau,NZ,-45.4167,167.7167,42.84,96,93,1.01,overcast clouds
493,Parry Sound,CA,45.3501,-80.033,55.31,71,1,12.88,clear sky
494,Takoradi,GH,4.8845,-1.7554,74.68,93,95,7.58,light rain
495,Katangli,RU,51.7102,143.2326,48.69,54,57,12.26,broken clouds
496,Taoudenni,ML,22.6783,-3.9836,88.59,19,66,8.08,broken clouds
497,Kemijarvi,FI,66.7131,27.4306,33.1,95,95,4.05,overcast clouds
498,Bubaque,GW,11.2833,-15.8333,80.65,80,100,15.84,overcast clouds
499,Broome,US,42.2506,-75.833,59.38,70,100,9.22,overcast clouds
500,Nioro,GM,13.35,-15.75,75.29,94,67,4.9,broken clouds
501,Bambous Virieux,MU,-20.3428,57.7575,70.21,60,40,9.22,scattered clouds
502,Avera,US,33.194,-82.5271,69.31,63,55,5.08,broken clouds
503,Mandleshwar,IN,22.1833,75.6667,76.62,77,3,4.72,clear sky
504,Pochutla,MX,15.7432,-96.4661,78.82,93,44,3.69,scattered clouds
505,Mwaya,TZ,-9.55,33.95,70.63,68,93,3.04,overcast clouds
506,Quelimane,MZ,-17.8786,36.8883,69.75,94,0,0.0,clear sky
507,Bintulu,MY,3.1667,113.0333,79.21,88,40,5.01,thunderstorm
508,Menongue,AO,-14.6585,17.691,60.94,29,57,5.12,broken clouds
509,San Julian,MX,21.0167,-102.1667,59.11,42,100,5.97,overcast clouds
510,Victor Harbor,AU,-35.5667,138.6167,74.68,75,89,1.9,overcast clouds
511,Thunder Bay,CA,48.4001,-89.3168,44.58,93,40,1.14,scattered clouds
512,Lieksa,FI,63.3167,30.0167,43.39,91,100,3.71,light rain
513,La Cruz,MX,23.9167,-106.9,80.6,80,100,2.66,overcast clouds
514,Skjervoy,NO,70.0311,20.9714,28.4,72,12,9.35,few clouds
515,Erenhot,CN,43.6475,111.9767,58.95,57,99,9.17,overcast clouds
516,Puerto Madryn,AR,-42.7692,-65.0385,52.84,53,100,9.57,overcast clouds
517,Cap Malheureux,MU,-19.9842,57.6142,70.47,60,20,7.0,few clouds
518,El Alto,PE,-4.2714,-81.2147,61.92,87,31,16.2,scattered clouds
519,Namibe,AO,-15.1961,12.1522,64.11,91,21,3.96,few clouds
520,Hualmay,PE,-11.0964,-77.6139,62.06,83,59,10.16,broken clouds
521,Hay River,CA,60.8156,-115.7999,66.18,48,75,12.66,broken clouds
522,Nome,US,64.5011,-165.4064,47.16,61,0,4.61,clear sky
523,Ossora,RU,59.2353,163.0719,44.33,66,100,2.93,overcast clouds
524,Itaquyry,PY,-24.9333,-55.2167,63.18,96,15,2.59,few clouds
525,Sobolevo,RU,54.4299,31.8996,45.12,95,91,3.65,overcast clouds
526,Carutapera,BR,-1.195,-46.02,77.47,83,36,6.69,scattered clouds
527,Miquelon,PM,47.0975,-56.3814,51.8,81,100,14.65,overcast clouds
528,Bardiyah,LY,31.7561,25.0865,82.71,43,0,7.2,clear sky
529,Arman,RU,59.7,150.1667,41.02,42,19,5.48,few clouds
530,Cherskiy,RU,68.75,161.3,32.07,93,100,2.93,light snow
531,Whitehorse,CA,60.7161,-135.0538,54.37,37,75,14.97,broken clouds
532,Esmeraldas,BR,-19.7625,-44.3139,72.64,84,7,3.76,clear sky
533,Yei,SS,4.095,30.6779,65.52,94,64,2.19,broken clouds
534,West Bay,KY,19.3667,-81.4167,82.47,73,20,5.75,few clouds
535,Eenhana,NA,-17.4667,16.3333,67.17,20,0,4.65,clear sky
536,Nova Kakhovka,UA,46.7545,33.3486,64.13,82,100,10.96,overcast clouds
537,Belaya Gora,RU,68.5333,146.4167,26.78,71,96,4.45,overcast clouds
538,Nicoya,CR,10.1483,-85.452,73.45,95,99,2.93,overcast clouds
539,Nikel,RU,69.4128,30.222,35.78,97,92,5.14,overcast clouds
540,Saint Anthony,US,45.0205,-93.218,61.97,75,100,3.44,overcast clouds
541,Cacoal,BR,-11.4386,-61.4472,76.82,76,88,3.2,overcast clouds
542,Ulladulla,AU,-35.35,150.4667,60.08,57,28,7.34,scattered clouds
543,Kilindoni,TZ,-7.9139,39.6668,73.78,76,6,5.66,clear sky
544,Flinders,AU,-34.5833,150.8552,60.26,69,40,7.31,scattered clouds
545,Marechal Candido Rondon,BR,-24.5561,-54.0567,63.5,91,0,4.0,clear sky
546,Cabedelo,BR,-6.9811,-34.8339,75.87,77,8,12.33,clear sky
547,Carnot,CF,4.9409,15.8665,69.21,96,100,2.08,overcast clouds
548,Bom Jesus,BR,-9.0744,-44.3586,79.23,36,2,3.62,clear sky
549,Siva,EG,29.2041,25.5195,82.51,34,0,5.28,clear sky
550,Schwedt,DE,53.0596,14.2815,55.02,94,37,15.1,scattered clouds
551,Sibolga,ID,1.7427,98.7792,77.04,91,100,1.83,overcast clouds
552,Westport,US,41.1415,-73.3579,60.75,70,100,14.97,overcast clouds
553,Highland,US,34.1283,-117.2086,82.58,54,0,9.22,haze
554,Haimen,CN,23.1935,116.6142,84.09,76,38,9.57,scattered clouds
555,Newport,GB,51.5877,-2.9984,59.54,83,100,7.52,light rain
556,Quatre Cocos,MU,-20.2078,57.7625,70.09,62,84,14.12,broken clouds
557,Rio Pardo De Minas,BR,-15.6097,-42.5397,68.9,70,3,6.85,clear sky
558,Kahului,US,20.8947,-156.47,86.02,68,40,16.11,scattered clouds
559,Arti,RU,56.4234,58.5328,41.74,78,100,4.52,overcast clouds
560,Grieskirchen,AT,48.2333,13.8333,55.76,89,81,13.11,broken clouds
561,Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.98,93,86,1.9,overcast clouds
562,Krasnyy Chikoy,RU,50.3643,108.7512,30.65,58,100,9.06,overcast clouds
563,Pathalgaon,IN,22.5667,83.4667,76.21,77,89,4.21,overcast clouds
564,Krotovka,RU,53.2858,51.1686,55.13,59,100,9.8,overcast clouds
565,Effingham,US,32.3669,-81.3332,71.55,65,2,4.59,clear sky
566,Bella Union,UY,-30.2752,-57.6007,56.12,84,0,7.67,clear sky
567,Qaqortoq,GL,60.7167,-46.0333,38.75,82,100,5.23,overcast clouds
568,Lensk,RU,60.7253,114.9278,30.11,61,99,7.76,overcast clouds
569,Auchi,NG,7.0667,6.2667,70.84,98,100,2.26,overcast clouds
570,Talakan,RU,50.3167,130.3667,43.59,88,100,5.17,overcast clouds
571,Iberia,US,29.9502,-91.7507,68.05,59,0,3.44,clear sky
572,Zastron,ZA,-30.3023,27.084,57.33,34,91,1.79,overcast clouds
573,San Policarpo,PH,12.1791,125.5072,83.86,76,82,7.4,broken clouds
574,Burnie,AU,-41.0667,145.9167,58.91,65,50,9.57,scattered clouds
575,Barcelos,PT,41.5388,-8.6151,65.91,85,100,3.11,overcast clouds
576,Dondo,MZ,-19.6094,34.7431,65.71,93,0,2.66,clear sky
577,Guerrero Negro,MX,27.9769,-114.0611,69.87,75,0,14.76,clear sky
578,Tautira,PF,-17.7333,-149.15,77.59,71,67,8.1,broken clouds
579,Caravelas,BR,-17.7125,-39.2481,72.48,76,91,7.14,overcast clouds
580,Watertown,US,42.3709,-71.1828,57.36,80,100,10.36,overcast clouds
581,Lima,PE,-12.0432,-77.0282,61.9,80,100,16.11,overcast clouds
582,Kalabo,ZM,-14.97,22.6814,64.99,33,2,3.71,clear sky
583,Atambua,ID,-9.1061,124.8925,85.55,59,23,4.16,few clouds
584,Lerwick,GB,60.1545,-1.1494,53.6,88,100,18.14,overcast clouds
585,Palmer,US,42.1584,-72.3287,58.37,63,100,5.75,overcast clouds
586,Yar-Sale,RU,66.8333,70.8333,32.56,95,100,15.84,light snow
587,Laje,BR,-10.1833,-40.9667,72.37,66,0,8.48,clear sky
588,Pitlochry,GB,56.7051,-3.7343,48.47,76,100,10.04,overcast clouds
589,Samarkand,UZ,39.6542,66.9597,51.22,35,0,11.5,clear sky
590,Katghora,IN,22.5,82.55,77.79,73,70,5.66,broken clouds
591,Oudtshoorn,ZA,-33.5907,22.2014,48.56,80,14,1.39,few clouds
592,Qui Nhon,VN,13.7667,109.2333,79.12,89,100,4.09,overcast clouds
593,Teruel,ES,40.6667,-0.6667,52.23,50,62,5.55,broken clouds
594,Pendleton,US,45.6721,-118.7886,74.8,52,0,4.61,clear sky
595,Alamos,MX,27.0167,-108.9333,77.67,61,1,2.06,clear sky
596,Grants,US,35.1473,-107.8514,61.03,51,100,8.05,overcast clouds
597,Huainan,CN,32.6264,116.9969,96.75,32,46,9.95,scattered clouds
598,Napoleon,US,41.3923,-84.1252,60.87,57,31,10.2,scattered clouds
599,Rabo De Peixe,PT,37.8,-25.5833,72.28,78,75,11.5,broken clouds
600,Shimoda,JP,34.6667,138.95,80.1,61,55,9.95,broken clouds
601,La Tuque,CA,47.4334,-72.7824,43.05,70,6,2.3,clear sky
602,Serenje,ZM,-13.2325,30.2352,57.65,53,0,3.36,clear sky
603,Marsh Harbour,BS,26.5412,-77.0636,82.35,73,6,2.93,clear sky
604,Canaries,ES,28.0,-15.5,64.36,83,20,13.8,few clouds
605,Warrnambool,AU,-38.3833,142.4833,58.15,69,47,7.76,scattered clouds
606,Dudinka,RU,69.4058,86.1778,27.63,90,100,5.82,overcast clouds
607,Zaysan,KZ,47.4667,84.8667,33.39,33,0,0.4,clear sky
608,Praia,CV,14.9215,-23.5087,79.34,73,75,9.22,broken clouds
609,Kitimat,CA,54.0524,-128.6534,59.38,24,100,4.5,overcast clouds
610,Goma,CD,-1.6792,29.2228,63.72,83,100,2.37,overcast clouds
611,Santa Cruz,BO,-17.8,-63.1667,71.06,73,37,5.75,scattered clouds
612,Necochea,AR,-38.5473,-58.7368,51.75,89,0,8.77,clear sky
613,Gambela,ET,8.25,34.5833,71.26,77,69,2.73,broken clouds
614,Umm Kaddadah,SD,13.6017,26.6876,84.36,50,24,8.39,few clouds
615,Shieli,KZ,44.1667,66.75,42.12,31,0,17.87,clear sky
616,Usinsk,RU,65.9939,57.5281,38.23,97,100,15.79,overcast clouds
617,Nosy Varika,MG,-20.5833,48.5333,66.34,80,95,3.02,overcast clouds
618,Canete,CL,-37.8,-73.4,50.59,88,88,2.15,overcast clouds
619,Aksu,CN,41.1231,80.2644,57.92,37,57,17.58,broken clouds
620,Kokopo,PG,-4.352,152.2633,85.28,62,10,5.32,clear sky
621,Bereznik,RU,62.8551,42.7072,42.17,92,100,2.59,overcast clouds
622,Biak,ID,-0.9131,122.8766,83.77,62,80,1.9,broken clouds
623,Watsa,CD,3.0372,29.5355,62.24,98,98,1.99,overcast clouds
624,Half Moon Bay,US,37.4636,-122.4286,68.05,83,100,12.66,overcast clouds
625,Xiaoweizhai,CN,26.1903,107.5125,72.46,85,100,6.42,overcast clouds
626,Idar,DE,49.7167,7.3,54.68,82,99,1.99,overcast clouds
627,Udachnyy,RU,66.4167,112.4,25.45,92,100,14.27,overcast clouds
628,Jiaojiang,CN,28.6803,121.4428,88.0,70,3,10.09,clear sky
629,High Level,CA,58.5169,-117.136,68.11,49,75,8.05,broken clouds
630,Kailua,US,21.4022,-157.7394,87.78,73,20,9.22,light rain
631,Regina,CA,50.4501,-104.6178,60.78,55,75,9.22,broken clouds
632,Vung Tau,VN,10.346,107.0843,79.29,83,100,2.53,overcast clouds
633,Muli,MV,2.9167,73.5667,81.91,76,96,19.3,overcast clouds
634,Andenes,NO,69.3143,16.1194,40.93,87,56,9.22,broken clouds
635,Kloulklubed,PW,7.0419,134.2556,82.9,80,97,19.17,overcast clouds
636,Kiknur,RU,57.3034,47.2011,54.37,95,100,14.99,light rain
637,Niamey,NE,13.5137,2.1098,80.89,78,0,6.91,clear sky
638,Conde,BR,-7.2597,-34.9075,74.66,83,20,4.61,few clouds
639,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,63.84,68,94,5.35,overcast clouds
640,Isla Mujeres,MX,21.2311,-86.731,77.16,76,100,7.4,overcast clouds
641,Aurad,IN,18.25,77.4333,72.93,84,74,10.04,broken clouds
642,Kurilsk,RU,45.2333,147.8833,52.34,69,67,11.54,broken clouds
643,Kosh-Agach,RU,50.0,88.6667,17.98,40,1,1.41,clear sky
644,Bloemfontein,ZA,-29.1211,26.214,45.88,66,39,1.14,scattered clouds
645,Acajutla,SV,13.5928,-89.8275,78.39,85,100,7.99,moderate rain
646,Jacmel,HT,18.2342,-72.5347,82.24,86,100,6.22,overcast clouds
647,Soyo,AO,-6.1349,12.3689,75.04,89,82,5.35,broken clouds
648,Owando,CG,-0.4819,15.8999,70.29,99,99,2.77,light rain
649,Mufulira,ZM,-12.5498,28.2407,62.87,40,27,6.55,scattered clouds
650,Makubetsu,JP,45.3714,141.8211,60.51,59,75,13.8,broken clouds
651,Tessalit,ML,20.1986,1.0114,80.1,52,87,7.67,overcast clouds
652,Seybaplaya,MX,19.65,-90.6667,76.91,67,99,9.06,overcast clouds
653,Lakes Entrance,AU,-37.8811,147.981,66.16,59,0,5.7,clear sky
654,Bay Roberts,CA,47.5999,-53.2648,55.33,91,100,5.01,overcast clouds
655,Berlevag,NO,70.8578,29.0864,37.35,81,40,4.61,scattered clouds
656,Inta,RU,66.0317,60.1659,39.25,91,100,11.34,overcast clouds
657,Calabozo,VE,8.9242,-67.4293,75.2,91,100,1.88,overcast clouds
658,Hitoyoshi,JP,32.2167,130.75,80.42,54,20,4.41,few clouds
659,Kuzhener,RU,56.8111,48.9128,51.19,94,99,15.14,light rain
660,Puerto Carreno,CO,6.189,-67.4859,78.04,85,100,1.97,overcast clouds
661,Hirara,JP,24.8,125.2833,84.47,79,40,9.22,scattered clouds
662,Mount Gambier,AU,-37.8333,140.7667,67.14,54,100,2.57,overcast clouds
663,Arlit,NE,18.7369,7.3853,89.15,32,5,5.3,clear sky
664,Tonaya,MX,19.7833,-103.9667,72.16,84,100,3.29,overcast clouds
665,Ambilobe,MG,-13.2,49.05,61.88,83,0,4.41,clear sky
666,Beidao,CN,34.5686,105.8933,69.69,77,96,3.38,overcast clouds
667,Naryan-Mar,RU,67.6713,53.087,37.87,97,100,10.07,overcast clouds
668,Whyalla,AU,-33.0333,137.5833,71.46,39,96,6.11,overcast clouds
669,Janakkala,FI,60.9,24.6,38.8,97,34,3.91,scattered clouds
670,Mountain Home,US,43.133,-115.6912,67.48,32,0,3.44,clear sky
671,Waipawa,NZ,-41.4122,175.5153,47.88,98,100,12.03,overcast clouds
672,Oyama,JP,36.3,139.8,77.59,38,26,2.3,scattered clouds
673,Mayumba,GA,-3.432,10.6554,75.36,90,100,6.13,light rain
674,Calama,CL,-22.4667,-68.9333,52.29,7,0,2.3,clear sky
675,Utrecht,NL,52.0,5.25,56.97,94,15,5.01,few clouds
676,Wagar,SD,16.1525,36.2032,85.6,41,1,8.48,clear sky
677,Rio Gallegos,AR,-51.6226,-69.2181,41.05,56,0,11.5,clear sky
678,Tall Kayf,TR,37.0833,41.0667,82.74,22,0,7.74,clear sky
679,Rock Springs,US,41.5875,-109.2029,55.04,60,20,5.75,few clouds
680,Mecca,SA,21.4267,39.8261,80.13,61,0,0.69,clear sky
681,Show Low,US,34.2542,-110.0298,60.08,76,40,0.0,scattered clouds
682,Novoagansk,RU,61.9449,76.6625,27.27,78,80,7.58,broken clouds
683,Chokwe,MZ,-24.5333,32.9833,68.95,79,0,5.3,clear sky
684,Agadez,NE,19.75,10.25,88.25,26,26,10.29,scattered clouds
685,Catuday,PH,16.2923,119.8062,82.6,71,47,4.81,scattered clouds
686,Vao,NC,-22.6667,167.4833,70.45,70,70,5.86,broken clouds
687,Esqueda,MX,30.7167,-109.5833,68.22,51,19,2.35,few clouds
688,Kerman,IR,30.2832,57.0788,55.26,26,0,4.61,clear sky
689,Saint-Francois,FR,46.4154,3.9054,62.04,94,100,3.44,overcast clouds
690,Ust-Karsk,RU,52.7011,118.8077,36.57,50,44,10.92,scattered clouds
691,Tahta,EG,26.7693,31.5021,82.2,33,0,10.76,clear sky
692,Chapais,CA,49.7834,-74.8492,29.98,79,11,6.26,few clouds
693,Nuuk,GL,64.1835,-51.7216,34.93,61,46,7.29,scattered clouds
694,Decatur,US,39.8403,-88.9548,61.88,59,0,10.36,clear sky
695,Requena,ES,39.4883,-1.1004,56.79,47,13,0.65,few clouds
696,Balaipungut,ID,1.05,101.2833,74.26,98,100,3.67,overcast clouds
697,Kawalu,ID,-7.3817,108.2082,75.85,91,96,1.48,overcast clouds
698,Beloha,MG,-25.1667,45.05,66.0,75,0,3.15,clear sky
699,Ampanihy,MG,-24.7,44.75,67.62,54,0,3.8,clear sky
700,Unai,BR,-16.3575,-46.9061,78.51,53,4,0.98,clear sky
701,Entebbe,UG,0.0644,32.4469,66.52,94,20,3.44,mist
